userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000143382	ADAMTSL4	ADAMTS like 4	54507	https://www.ncbi.nlm.nih.gov/gene/?term=54507
ENSG00000143867	OSR1	odd-skipped related transcription factor 1	130497	https://www.ncbi.nlm.nih.gov/gene/?term=130497
ENSG00000144031	ANKRD53	ankyrin repeat domain 53	79998	https://www.ncbi.nlm.nih.gov/gene/?term=79998
ENSG00000144119	C1QL2	complement C1q like 2	165257	https://www.ncbi.nlm.nih.gov/gene/?term=165257
ENSG00000144230	GPR17	G protein-coupled receptor 17	2840	https://www.ncbi.nlm.nih.gov/gene/?term=2840
ENSG00000144681	STAC	SH3 and cysteine rich domain	6769	https://www.ncbi.nlm.nih.gov/gene/?term=6769
ENSG00000144857	BOC	BOC cell adhesion associated, oncogene regulated	91653	https://www.ncbi.nlm.nih.gov/gene/?term=91653
ENSG00000145777	TSLP	thymic stromal lymphopoietin	85480	https://www.ncbi.nlm.nih.gov/gene/?term=85480
ENSG00000145934	TENM2	teneurin transmembrane protein 2	57451	https://www.ncbi.nlm.nih.gov/gene/?term=57451
ENSG00000145936	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1	3779	https://www.ncbi.nlm.nih.gov/gene/?term=3779
ENSG00000146005	PSD2	pleckstrin and Sec7 domain containing 2	84249	https://www.ncbi.nlm.nih.gov/gene/?term=84249
ENSG00000146006	LRRTM2	leucine rich repeat transmembrane neuronal 2	26045	https://www.ncbi.nlm.nih.gov/gene/?term=26045
ENSG00000146090	RASGEF1C	RasGEF domain family member 1C	255426	https://www.ncbi.nlm.nih.gov/gene/?term=255426
ENSG00000146233	CYP39A1	cytochrome P450 family 39 subfamily A member 1	51302	https://www.ncbi.nlm.nih.gov/gene/?term=51302
ENSG00000146281	PM20D2	peptidase M20 domain containing 2	135293	https://www.ncbi.nlm.nih.gov/gene/?term=135293
ENSG00000146374	RSPO3	R-spondin 3	84870	https://www.ncbi.nlm.nih.gov/gene/?term=84870
ENSG00000146411	SLC2A12	solute carrier family 2 member 12	154091	https://www.ncbi.nlm.nih.gov/gene/?term=154091
ENSG00000146592	CREB5	cAMP responsive element binding protein 5	9586	https://www.ncbi.nlm.nih.gov/gene/?term=9586
ENSG00000146648	EGFR	epidermal growth factor receptor	1956	https://www.ncbi.nlm.nih.gov/gene/?term=1956
ENSG00000147257	GPC3	glypican 3	2719	https://www.ncbi.nlm.nih.gov/gene/?term=2719
ENSG00000147852	VLDLR	very low density lipoprotein receptor	7436	https://www.ncbi.nlm.nih.gov/gene/?term=7436
ENSG00000147862	NFIB	nuclear factor I B	4781	https://www.ncbi.nlm.nih.gov/gene/?term=4781
ENSG00000148053	NTRK2	neurotrophic receptor tyrosine kinase 2	4915	https://www.ncbi.nlm.nih.gov/gene/?term=4915
ENSG00000148123	PLPPR1	phospholipid phosphatase related 1	54886	https://www.ncbi.nlm.nih.gov/gene/?term=54886
ENSG00000148204	CRB2	crumbs cell polarity complex component 2	286204	https://www.ncbi.nlm.nih.gov/gene/?term=286204
ENSG00000148346	LCN2	lipocalin 2	3934	https://www.ncbi.nlm.nih.gov/gene/?term=3934
ENSG00000148541	FAM13C	family with sequence similarity 13 member C	220965	https://www.ncbi.nlm.nih.gov/gene/?term=220965
ENSG00000148926	ADM	adrenomedullin	133	https://www.ncbi.nlm.nih.gov/gene/?term=133
ENSG00000148965	SAA4	serum amyloid A4, constitutive	6291	https://www.ncbi.nlm.nih.gov/gene/?term=6291
ENSG00000149043	SYT8	synaptotagmin 8	90019	https://www.ncbi.nlm.nih.gov/gene/?term=90019
ENSG00000149090	PAMR1	peptidase domain containing associated with muscle regeneration 1	25891	https://www.ncbi.nlm.nih.gov/gene/?term=25891
ENSG00000149294	NCAM1	neural cell adhesion molecule 1	4684	https://www.ncbi.nlm.nih.gov/gene/?term=4684
ENSG00000149295	DRD2	dopamine receptor D2	1813	https://www.ncbi.nlm.nih.gov/gene/?term=1813
ENSG00000149451	ADAM33	ADAM metallopeptidase domain 33	80332	https://www.ncbi.nlm.nih.gov/gene/?term=80332
ENSG00000149575	SCN2B	sodium voltage-gated channel beta subunit 2	6327	https://www.ncbi.nlm.nih.gov/gene/?term=6327
ENSG00000149970	CNKSR2	connector enhancer of kinase suppressor of Ras 2	22866	https://www.ncbi.nlm.nih.gov/gene/?term=22866
ENSG00000150471	ADGRL3	adhesion G protein-coupled receptor L3	23284	https://www.ncbi.nlm.nih.gov/gene/?term=23284
ENSG00000151364	KCTD14	potassium channel tetramerization domain containing 14	65987	https://www.ncbi.nlm.nih.gov/gene/?term=65987
ENSG00000151623	NR3C2	nuclear receptor subfamily 3 group C member 2	4306	https://www.ncbi.nlm.nih.gov/gene/?term=4306
ENSG00000151882	CCL28	C-C motif chemokine ligand 28	56477	https://www.ncbi.nlm.nih.gov/gene/?term=56477
ENSG00000151914	DST	dystonin	667	https://www.ncbi.nlm.nih.gov/gene/?term=667
ENSG00000152527	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2	130271	https://www.ncbi.nlm.nih.gov/gene/?term=130271
ENSG00000152578	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	2893	https://www.ncbi.nlm.nih.gov/gene/?term=2893
ENSG00000152580	IGSF10	immunoglobulin superfamily member 10	285313	https://www.ncbi.nlm.nih.gov/gene/?term=285313
ENSG00000152672	CLEC4F	C-type lectin domain family 4 member F	165530	https://www.ncbi.nlm.nih.gov/gene/?term=165530
ENSG00000153162	BMP6	bone morphogenetic protein 6	654	https://www.ncbi.nlm.nih.gov/gene/?term=654
ENSG00000153253	SCN3A	sodium voltage-gated channel alpha subunit 3	6328	https://www.ncbi.nlm.nih.gov/gene/?term=6328
ENSG00000153291	SLC25A27	solute carrier family 25 member 27	9481	https://www.ncbi.nlm.nih.gov/gene/?term=9481
ENSG00000153292	ADGRF1	adhesion G protein-coupled receptor F1	266977	https://www.ncbi.nlm.nih.gov/gene/?term=266977
ENSG00000153823	PID1	phosphotyrosine interaction domain containing 1	55022	https://www.ncbi.nlm.nih.gov/gene/?term=55022
ENSG00000153902	LGI4	leucine rich repeat LGI family member 4	163175	https://www.ncbi.nlm.nih.gov/gene/?term=163175
ENSG00000153993	SEMA3D	semaphorin 3D	223117	https://www.ncbi.nlm.nih.gov/gene/?term=223117
ENSG00000154027	AK5	adenylate kinase 5	26289	https://www.ncbi.nlm.nih.gov/gene/?term=26289
ENSG00000154065	ANKRD29	ankyrin repeat domain 29	147463	https://www.ncbi.nlm.nih.gov/gene/?term=147463
ENSG00000154080	CHST9	carbohydrate sulfotransferase 9	83539	https://www.ncbi.nlm.nih.gov/gene/?term=83539
ENSG00000154134	ROBO3	roundabout guidance receptor 3	64221	https://www.ncbi.nlm.nih.gov/gene/?term=64221
ENSG00000154162	CDH12	cadherin 12	1010	https://www.ncbi.nlm.nih.gov/gene/?term=1010
ENSG00000154258	ABCA9	ATP binding cassette subfamily A member 9	10350	https://www.ncbi.nlm.nih.gov/gene/?term=10350
ENSG00000154262	ABCA6	ATP binding cassette subfamily A member 6	23460	https://www.ncbi.nlm.nih.gov/gene/?term=23460
ENSG00000154263	ABCA10	ATP binding cassette subfamily A member 10	10349	https://www.ncbi.nlm.nih.gov/gene/?term=10349
ENSG00000154330	PGM5	phosphoglucomutase 5	5239	https://www.ncbi.nlm.nih.gov/gene/?term=5239
ENSG00000154493	C10orf90	chromosome 10 open reading frame 90	118611	https://www.ncbi.nlm.nih.gov/gene/?term=118611
ENSG00000154529	CNTNAP3B	contactin associated protein like 3B	728577	https://www.ncbi.nlm.nih.gov/gene/?term=728577
ENSG00000154655	L3MBTL4	L3MBTL4, histone methyl-lysine binding protein	91133	https://www.ncbi.nlm.nih.gov/gene/?term=91133
ENSG00000154678	PDE1C	phosphodiesterase 1C	5137	https://www.ncbi.nlm.nih.gov/gene/?term=5137
ENSG00000154721	JAM2	junctional adhesion molecule 2	58494	https://www.ncbi.nlm.nih.gov/gene/?term=58494
ENSG00000154734	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510	https://www.ncbi.nlm.nih.gov/gene/?term=9510
ENSG00000154736	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096	https://www.ncbi.nlm.nih.gov/gene/?term=11096
ENSG00000154856	APCDD1	APC down-regulated 1	147495	https://www.ncbi.nlm.nih.gov/gene/?term=147495
ENSG00000154928	EPHB1	EPH receptor B1	2047	https://www.ncbi.nlm.nih.gov/gene/?term=2047
ENSG00000156298	TSPAN7	tetraspanin 7	7102	https://www.ncbi.nlm.nih.gov/gene/?term=7102
ENSG00000157064	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	23057	https://www.ncbi.nlm.nih.gov/gene/?term=23057
ENSG00000157152	SYN2	synapsin II	6854	https://www.ncbi.nlm.nih.gov/gene/?term=6854
ENSG00000157168	NRG1	neuregulin 1	3084	https://www.ncbi.nlm.nih.gov/gene/?term=3084
ENSG00000157404	KIT	KIT proto-oncogene receptor tyrosine kinase	3815	https://www.ncbi.nlm.nih.gov/gene/?term=3815
ENSG00000157765	SLC34A2	solute carrier family 34 member 2	10568	https://www.ncbi.nlm.nih.gov/gene/?term=10568
ENSG00000158186	MRAS	muscle RAS oncogene homolog	22808	https://www.ncbi.nlm.nih.gov/gene/?term=22808
ENSG00000158445	KCNB1	potassium voltage-gated channel subfamily B member 1	3745	https://www.ncbi.nlm.nih.gov/gene/?term=3745
ENSG00000158458	NRG2	neuregulin 2	9542	https://www.ncbi.nlm.nih.gov/gene/?term=9542
ENSG00000158806	NPM2	nucleophosmin/nucleoplasmin 2	10361	https://www.ncbi.nlm.nih.gov/gene/?term=10361
ENSG00000158966	CACHD1	cache domain containing 1	57685	https://www.ncbi.nlm.nih.gov/gene/?term=57685
ENSG00000159200	RCAN1	regulator of calcineurin 1	1827	https://www.ncbi.nlm.nih.gov/gene/?term=1827
ENSG00000159433	STARD9	StAR related lipid transfer domain containing 9	57519	https://www.ncbi.nlm.nih.gov/gene/?term=57519
ENSG00000159648	TEPP	testis, prostate and placenta expressed	374739	https://www.ncbi.nlm.nih.gov/gene/?term=374739
ENSG00000160318	CLDND2	claudin domain containing 2	125875	https://www.ncbi.nlm.nih.gov/gene/?term=125875
ENSG00000160801	PTH1R	parathyroid hormone 1 receptor	5745	https://www.ncbi.nlm.nih.gov/gene/?term=5745
ENSG00000160886	LY6K	lymphocyte antigen 6 family member K	54742	https://www.ncbi.nlm.nih.gov/gene/?term=54742
ENSG00000161281	COX7A1	cytochrome c oxidase subunit 7A1	1346	https://www.ncbi.nlm.nih.gov/gene/?term=1346
ENSG00000161649	CD300LG	CD300 molecule like family member g	146894	https://www.ncbi.nlm.nih.gov/gene/?term=146894
ENSG00000162444	RBP7	retinol binding protein 7	116362	https://www.ncbi.nlm.nih.gov/gene/?term=116362
ENSG00000162706	CADM3	cell adhesion molecule 3	57863	https://www.ncbi.nlm.nih.gov/gene/?term=57863
ENSG00000162733	DDR2	discoidin domain receptor tyrosine kinase 2	4921	https://www.ncbi.nlm.nih.gov/gene/?term=4921
ENSG00000162772	ATF3	activating transcription factor 3	467	https://www.ncbi.nlm.nih.gov/gene/?term=467
ENSG00000162881	OXER1	oxoeicosanoid receptor 1	165140	https://www.ncbi.nlm.nih.gov/gene/?term=165140
ENSG00000162896	PIGR	polymeric immunoglobulin receptor	5284	https://www.ncbi.nlm.nih.gov/gene/?term=5284
ENSG00000163017	ACTG2	actin gamma 2, smooth muscle	72	https://www.ncbi.nlm.nih.gov/gene/?term=72
ENSG00000163239	TDRD10	tudor domain containing 10	126668	https://www.ncbi.nlm.nih.gov/gene/?term=126668
ENSG00000163431	LMOD1	leiomodin 1	25802	https://www.ncbi.nlm.nih.gov/gene/?term=25802
ENSG00000163513	TGFBR2	transforming growth factor beta receptor 2	7048	https://www.ncbi.nlm.nih.gov/gene/?term=7048
ENSG00000163687	DNASE1L3	deoxyribonuclease 1 like 3	1776	https://www.ncbi.nlm.nih.gov/gene/?term=1776
ENSG00000163734	CXCL3	C-X-C motif chemokine ligand 3	2921	https://www.ncbi.nlm.nih.gov/gene/?term=2921
ENSG00000163739	CXCL1	C-X-C motif chemokine ligand 1	2919	https://www.ncbi.nlm.nih.gov/gene/?term=2919
ENSG00000163815	CLEC3B	C-type lectin domain family 3 member B	7123	https://www.ncbi.nlm.nih.gov/gene/?term=7123
ENSG00000163884	KLF15	Kruppel like factor 15	28999	https://www.ncbi.nlm.nih.gov/gene/?term=28999
ENSG00000164007	CLDN19	claudin 19	149461	https://www.ncbi.nlm.nih.gov/gene/?term=149461
ENSG00000164099	PRSS12	serine protease 12	8492	https://www.ncbi.nlm.nih.gov/gene/?term=8492
ENSG00000164330	EBF1	EBF transcription factor 1	1879	https://www.ncbi.nlm.nih.gov/gene/?term=1879
ENSG00000164488	DACT2	dishevelled binding antagonist of beta catenin 2	168002	https://www.ncbi.nlm.nih.gov/gene/?term=168002
ENSG00000164530	PI16	peptidase inhibitor 16	221476	https://www.ncbi.nlm.nih.gov/gene/?term=221476
ENSG00000164619	BMPER	BMP binding endothelial regulator	168667	https://www.ncbi.nlm.nih.gov/gene/?term=168667
ENSG00000164825	DEFB1	defensin beta 1	1672	https://www.ncbi.nlm.nih.gov/gene/?term=1672
ENSG00000164849	GPR146	G protein-coupled receptor 146	115330	https://www.ncbi.nlm.nih.gov/gene/?term=115330
ENSG00000164946	FREM1	FRAS1 related extracellular matrix 1	158326	https://www.ncbi.nlm.nih.gov/gene/?term=158326
ENSG00000165028	NIPSNAP3B	nipsnap homolog 3B	55335	https://www.ncbi.nlm.nih.gov/gene/?term=55335
ENSG00000165071	TMEM71	transmembrane protein 71	137835	https://www.ncbi.nlm.nih.gov/gene/?term=137835
ENSG00000165072	MAMDC2	MAM domain containing 2	256691	https://www.ncbi.nlm.nih.gov/gene/?term=256691
ENSG00000165092	ALDH1A1	aldehyde dehydrogenase 1 family member A1	216	https://www.ncbi.nlm.nih.gov/gene/?term=216
ENSG00000165124	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	79987	https://www.ncbi.nlm.nih.gov/gene/?term=79987
ENSG00000165152	TMEM246	transmembrane protein 246	84302	https://www.ncbi.nlm.nih.gov/gene/?term=84302
ENSG00000165186	PTCHD1	patched domain containing 1	139411	https://www.ncbi.nlm.nih.gov/gene/?term=139411
ENSG00000165197	VEGFD	vascular endothelial growth factor D	2277	https://www.ncbi.nlm.nih.gov/gene/?term=2277
ENSG00000165349	SLC7A3	solute carrier family 7 member 3	84889	https://www.ncbi.nlm.nih.gov/gene/?term=84889
ENSG00000165410	CFL2	cofilin 2	1073	https://www.ncbi.nlm.nih.gov/gene/?term=1073
ENSG00000165507	DEPP1	DEPP1, autophagy regulator	11067	https://www.ncbi.nlm.nih.gov/gene/?term=11067
ENSG00000165795	NDRG2	NDRG family member 2	57447	https://www.ncbi.nlm.nih.gov/gene/?term=57447
ENSG00000165799	RNASE7	ribonuclease A family member 7	84659	https://www.ncbi.nlm.nih.gov/gene/?term=84659
ENSG00000165810	BTNL9	butyrophilin like 9	153579	https://www.ncbi.nlm.nih.gov/gene/?term=153579
ENSG00000166091	CMTM5	CKLF like MARVEL transmembrane domain containing 5	116173	https://www.ncbi.nlm.nih.gov/gene/?term=116173
ENSG00000166105	GLB1L3	galactosidase beta 1 like 3	112937	https://www.ncbi.nlm.nih.gov/gene/?term=112937
ENSG00000166173	LARP6	La ribonucleoprotein domain family member 6	55323	https://www.ncbi.nlm.nih.gov/gene/?term=55323
ENSG00000166250	CLMP	CXADR like membrane protein	79827	https://www.ncbi.nlm.nih.gov/gene/?term=79827
ENSG00000166257	SCN3B	sodium voltage-gated channel beta subunit 3	55800	https://www.ncbi.nlm.nih.gov/gene/?term=55800
ENSG00000166405	RIC3	RIC3 acetylcholine receptor chaperone	79608	https://www.ncbi.nlm.nih.gov/gene/?term=79608
ENSG00000166482	MFAP4	microfibril associated protein 4	4239	https://www.ncbi.nlm.nih.gov/gene/?term=4239
ENSG00000166823	MESP1	mesoderm posterior bHLH transcription factor 1	55897	https://www.ncbi.nlm.nih.gov/gene/?term=55897
ENSG00000166924	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1	222950	https://www.ncbi.nlm.nih.gov/gene/?term=222950
ENSG00000166960	CCDC178	coiled-coil domain containing 178	374864	https://www.ncbi.nlm.nih.gov/gene/?term=374864
ENSG00000167434	CA4	carbonic anhydrase 4	762	https://www.ncbi.nlm.nih.gov/gene/?term=762
ENSG00000167614	TTYH1	tweety family member 1	57348	https://www.ncbi.nlm.nih.gov/gene/?term=57348
ENSG00000167641	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A	94274	https://www.ncbi.nlm.nih.gov/gene/?term=94274
ENSG00000167754	KLK5	kallikrein related peptidase 5	25818	https://www.ncbi.nlm.nih.gov/gene/?term=25818
ENSG00000167755	KLK6	kallikrein related peptidase 6	5653	https://www.ncbi.nlm.nih.gov/gene/?term=5653
ENSG00000167759	KLK13	kallikrein related peptidase 13	26085	https://www.ncbi.nlm.nih.gov/gene/?term=26085
ENSG00000167772	ANGPTL4	angiopoietin like 4	51129	https://www.ncbi.nlm.nih.gov/gene/?term=51129
ENSG00000167779	IGFBP6	insulin like growth factor binding protein 6	3489	https://www.ncbi.nlm.nih.gov/gene/?term=3489
ENSG00000167874	TMEM88	transmembrane protein 88	92162	https://www.ncbi.nlm.nih.gov/gene/?term=92162
ENSG00000167992	VWCE	von Willebrand factor C and EGF domains	220001	https://www.ncbi.nlm.nih.gov/gene/?term=220001
ENSG00000168079	SCARA5	scavenger receptor class A member 5	286133	https://www.ncbi.nlm.nih.gov/gene/?term=286133
ENSG00000168309	FAM107A	family with sequence similarity 107 member A	11170	https://www.ncbi.nlm.nih.gov/gene/?term=11170
ENSG00000168477	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
ENSG00000168490	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	9796	https://www.ncbi.nlm.nih.gov/gene/?term=9796
ENSG00000168497	CAVIN2	caveolae associated protein 2	8436	https://www.ncbi.nlm.nih.gov/gene/?term=8436
ENSG00000168539	CHRM1	cholinergic receptor muscarinic 1	1128	https://www.ncbi.nlm.nih.gov/gene/?term=1128
ENSG00000168824	NSG1	neuronal vesicle trafficking associated 1	27065	https://www.ncbi.nlm.nih.gov/gene/?term=27065
ENSG00000168874	ATOH8	atonal bHLH transcription factor 8	84913	https://www.ncbi.nlm.nih.gov/gene/?term=84913
ENSG00000168952	STXBP6	syntaxin binding protein 6	29091	https://www.ncbi.nlm.nih.gov/gene/?term=29091
ENSG00000169035	KLK7	kallikrein related peptidase 7	5650	https://www.ncbi.nlm.nih.gov/gene/?term=5650
ENSG00000169252	ADRB2	adrenoceptor beta 2	154	https://www.ncbi.nlm.nih.gov/gene/?term=154
ENSG00000169291	SHE	Src homology 2 domain containing E	126669	https://www.ncbi.nlm.nih.gov/gene/?term=126669
ENSG00000169418	NPR1	natriuretic peptide receptor 1	4881	https://www.ncbi.nlm.nih.gov/gene/?term=4881
ENSG00000169515	CCDC8	coiled-coil domain containing 8	83987	https://www.ncbi.nlm.nih.gov/gene/?term=83987
ENSG00000169550	MUC15	mucin 15, cell surface associated	143662	https://www.ncbi.nlm.nih.gov/gene/?term=143662
ENSG00000169760	NLGN1	neuroligin 1	22871	https://www.ncbi.nlm.nih.gov/gene/?term=22871
ENSG00000169894	MUC3A	mucin 3A, cell surface associated	4584	https://www.ncbi.nlm.nih.gov/gene/?term=4584
ENSG00000170153	RNF150	ring finger protein 150	57484	https://www.ncbi.nlm.nih.gov/gene/?term=57484
ENSG00000170271	FAXDC2	fatty acid hydroxylase domain containing 2	10826	https://www.ncbi.nlm.nih.gov/gene/?term=10826
ENSG00000170276	HSPB2	heat shock protein family B (small) member 2	3316	https://www.ncbi.nlm.nih.gov/gene/?term=3316
ENSG00000170323	FABP4	fatty acid binding protein 4	2167	https://www.ncbi.nlm.nih.gov/gene/?term=2167
ENSG00000170345	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	2353	https://www.ncbi.nlm.nih.gov/gene/?term=2353
ENSG00000170549	IRX1	iroquois homeobox 1	79192	https://www.ncbi.nlm.nih.gov/gene/?term=79192
ENSG00000171227	TMEM37	transmembrane protein 37	140738	https://www.ncbi.nlm.nih.gov/gene/?term=140738
ENSG00000171243	SOSTDC1	sclerostin domain containing 1	25928	https://www.ncbi.nlm.nih.gov/gene/?term=25928
ENSG00000171303	KCNK3	potassium two pore domain channel subfamily K member 3	3777	https://www.ncbi.nlm.nih.gov/gene/?term=3777
ENSG00000171346	KRT15	keratin 15	3866	https://www.ncbi.nlm.nih.gov/gene/?term=3866
ENSG00000171522	PTGER4	prostaglandin E receptor 4	5734	https://www.ncbi.nlm.nih.gov/gene/?term=5734
ENSG00000171819	ANGPTL7	angiopoietin like 7	10218	https://www.ncbi.nlm.nih.gov/gene/?term=10218
ENSG00000171867	PRNP	prion protein	5621	https://www.ncbi.nlm.nih.gov/gene/?term=5621
ENSG00000172201	ID4	inhibitor of DNA binding 4, HLH protein	3400	https://www.ncbi.nlm.nih.gov/gene/?term=3400
ENSG00000172554	SNTG2	syntrophin gamma 2	54221	https://www.ncbi.nlm.nih.gov/gene/?term=54221
ENSG00000172935	MRGPRF	MAS related GPR family member F	116535	https://www.ncbi.nlm.nih.gov/gene/?term=116535
ENSG00000172987	HPSE2	heparanase 2 (inactive)	60495	https://www.ncbi.nlm.nih.gov/gene/?term=60495
ENSG00000173267	SNCG	synuclein gamma	6623	https://www.ncbi.nlm.nih.gov/gene/?term=6623
ENSG00000173320	STOX2	storkhead box 2	56977	https://www.ncbi.nlm.nih.gov/gene/?term=56977
ENSG00000173530	TNFRSF10D	TNF receptor superfamily member 10d	8793	https://www.ncbi.nlm.nih.gov/gene/?term=8793
ENSG00000173805	HAP1	huntingtin associated protein 1	9001	https://www.ncbi.nlm.nih.gov/gene/?term=9001
ENSG00000174175	SELP	selectin P	6403	https://www.ncbi.nlm.nih.gov/gene/?term=6403
ENSG00000174326	SLC16A11	solute carrier family 16 member 11	162515	https://www.ncbi.nlm.nih.gov/gene/?term=162515
ENSG00000174576	NPAS4	neuronal PAS domain protein 4	266743	https://www.ncbi.nlm.nih.gov/gene/?term=266743
ENSG00000174607	UGT8	UDP glycosyltransferase 8	7368	https://www.ncbi.nlm.nih.gov/gene/?term=7368
ENSG00000174611	KY	kyphoscoliosis peptidase	339855	https://www.ncbi.nlm.nih.gov/gene/?term=339855
ENSG00000174804	FZD4	frizzled class receptor 4	8322	https://www.ncbi.nlm.nih.gov/gene/?term=8322
ENSG00000175785	PRIMA1	proline rich membrane anchor 1	145270	https://www.ncbi.nlm.nih.gov/gene/?term=145270
ENSG00000176438	SYNE3	spectrin repeat containing nuclear envelope family member 3	161176	https://www.ncbi.nlm.nih.gov/gene/?term=161176
ENSG00000177098	SCN4B	sodium voltage-gated channel beta subunit 4	6330	https://www.ncbi.nlm.nih.gov/gene/?term=6330
ENSG00000177363	LRRN4CL	LRRN4 C-terminal like	221091	https://www.ncbi.nlm.nih.gov/gene/?term=221091
ENSG00000177459	ERICH5	glutamate rich 5	203111	https://www.ncbi.nlm.nih.gov/gene/?term=203111
ENSG00000178343	SHISA3	shisa family member 3	152573	https://www.ncbi.nlm.nih.gov/gene/?term=152573
ENSG00000178403	NEUROG2	neurogenin 2	63973	https://www.ncbi.nlm.nih.gov/gene/?term=63973
ENSG00000178828	RNF186	ring finger protein 186	54546	https://www.ncbi.nlm.nih.gov/gene/?term=54546
ENSG00000178947	SMIM10L2A	small integral membrane protein 10 like 2A	399668	https://www.ncbi.nlm.nih.gov/gene/?term=399668
ENSG00000179094	PER1	period circadian regulator 1	5187	https://www.ncbi.nlm.nih.gov/gene/?term=5187
ENSG00000179270	PCARE	photoreceptor cilium actin regulator	388939	https://www.ncbi.nlm.nih.gov/gene/?term=388939
ENSG00000179388	EGR3	early growth response 3	1960	https://www.ncbi.nlm.nih.gov/gene/?term=1960
ENSG00000179796	LRRC3B	leucine rich repeat containing 3B	116135	https://www.ncbi.nlm.nih.gov/gene/?term=116135
ENSG00000179913	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	10331	https://www.ncbi.nlm.nih.gov/gene/?term=10331
ENSG00000179915	NRXN1	neurexin 1	9378	https://www.ncbi.nlm.nih.gov/gene/?term=9378
ENSG00000179921	GPBAR1	G protein-coupled bile acid receptor 1	151306	https://www.ncbi.nlm.nih.gov/gene/?term=151306
ENSG00000180155	LYNX1	Ly6/neurotoxin 1	66004	https://www.ncbi.nlm.nih.gov/gene/?term=66004
ENSG00000180287	PLD5	phospholipase D family member 5	200150	https://www.ncbi.nlm.nih.gov/gene/?term=200150
ENSG00000180509	KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1	3753	https://www.ncbi.nlm.nih.gov/gene/?term=3753
ENSG00000180509	KCNE1B	potassium voltage-gated channel subfamily E regulatory subunit 1B	102723475	https://www.ncbi.nlm.nih.gov/gene/?term=102723475
ENSG00000180525	PRR26	proline rich 26	414235	https://www.ncbi.nlm.nih.gov/gene/?term=414235
ENSG00000180660	MAB21L1	mab-21 like 1	4081	https://www.ncbi.nlm.nih.gov/gene/?term=4081
ENSG00000180914	OXTR	oxytocin receptor	5021	https://www.ncbi.nlm.nih.gov/gene/?term=5021
ENSG00000181143	MUC16	mucin 16, cell surface associated	94025	https://www.ncbi.nlm.nih.gov/gene/?term=94025
ENSG00000181585	TMIE	transmembrane inner ear	259236	https://www.ncbi.nlm.nih.gov/gene/?term=259236
ENSG00000182103	FAM181B	family with sequence similarity 181 member B	220382	https://www.ncbi.nlm.nih.gov/gene/?term=220382
ENSG00000182175	RGMA	repulsive guidance molecule BMP co-receptor a	56963	https://www.ncbi.nlm.nih.gov/gene/?term=56963
ENSG00000182253	SYNM	synemin	23336	https://www.ncbi.nlm.nih.gov/gene/?term=23336
ENSG00000182463	TSHZ2	teashirt zinc finger homeobox 2	128553	https://www.ncbi.nlm.nih.gov/gene/?term=128553
ENSG00000182566	CLEC4G	C-type lectin domain family 4 member G	339390	https://www.ncbi.nlm.nih.gov/gene/?term=339390
ENSG00000182732	RGS6	regulator of G protein signaling 6	9628	https://www.ncbi.nlm.nih.gov/gene/?term=9628
ENSG00000182885	ADGRG3	adhesion G protein-coupled receptor G3	222487	https://www.ncbi.nlm.nih.gov/gene/?term=222487
ENSG00000182916	TCEAL7	transcription elongation factor A like 7	56849	https://www.ncbi.nlm.nih.gov/gene/?term=56849
ENSG00000182950	ODF3L1	outer dense fiber of sperm tails 3 like 1	161753	https://www.ncbi.nlm.nih.gov/gene/?term=161753
ENSG00000183134	PTGDR2	prostaglandin D2 receptor 2	11251	https://www.ncbi.nlm.nih.gov/gene/?term=11251
ENSG00000183287	CCBE1	collagen and calcium binding EGF domains 1	147372	https://www.ncbi.nlm.nih.gov/gene/?term=147372
ENSG00000183378	OVCH2	ovochymase 2 (gene/pseudogene)	341277	https://www.ncbi.nlm.nih.gov/gene/?term=341277
ENSG00000183798	EMILIN3	elastin microfibril interfacer 3	90187	https://www.ncbi.nlm.nih.gov/gene/?term=90187
ENSG00000183837	PNMA3	PNMA family member 3	29944	https://www.ncbi.nlm.nih.gov/gene/?term=29944
ENSG00000183873	SCN5A	sodium voltage-gated channel alpha subunit 5	6331	https://www.ncbi.nlm.nih.gov/gene/?term=6331
ENSG00000183960	KCNH8	potassium voltage-gated channel subfamily H member 8	131096	https://www.ncbi.nlm.nih.gov/gene/?term=131096
ENSG00000184113	CLDN5	claudin 5	7122	https://www.ncbi.nlm.nih.gov/gene/?term=7122
